EVENT_UNIQUE_ID,OCC_DATE,NEIGHBOURHOOD_158,CSI_CATEGORY,OFFENCE,DEATH,INJURIES,EVENT_TYPE,PREMISE_TYPE
GO-20141772373,3/15/2014 4:00:00 AM,York University Heights (27),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141779607,1/15/2014 5:00:00 AM,Cabbagetown-South St.James Town (71),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141772861,3/26/2014 4:00:00 AM,Yorkdale-Glen Park (31),Theft Over,Theft Over - Shoplifting,NA,NA,NA,NA
GO-20141784498,3/7/2014 5:00:00 AM,Eglinton East (138),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141783338,3/1/2014 5:00:00 AM,Etobicoke City Centre (159),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141796672,8/23/2013 4:00:00 AM,St Lawrence-East Bayfront-The Islands (166),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141799230,3/30/2014 4:00:00 AM,Wellington Place (164),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141810365,4/1/2014 4:00:00 AM,Bathurst Manor (34),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141812937,6/1/2013 4:00:00 AM,Yonge-Doris (151),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141816507,4/2/2014 4:00:00 AM,Etobicoke City Centre (159),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141813509,4/1/2014 4:00:00 AM,Moss Park (73),Theft Over,Theft From Motor Vehicle Over,NA,NA,NA,NA
